,report_date,bond,bond_yield
18313,2023-08-29,ZARGB30,12.176
18306,2023-08-29,ZARGB2,8.828
18307,2023-08-29,ZARGB3,8.826
18308,2023-08-29,ZARGB5,9.536
18309,2023-08-29,ZARGB10,11.258
18310,2023-08-29,ZARGB15,12.111
18311,2023-08-29,ZARGB20,12.299
18312,2023-08-29,ZARGB25,12.23
18305,2023-08-29,R2053,12.18
18276,2023-08-28,R2032,10.92
18279,2023-08-28,R2037,11.945
18278,2023-08-28,R209,11.675
18277,2023-08-28,R2035,11.6
18282,2023-08-28,R2044,12.315
18275,2023-08-28,R213,10.64
18274,2023-08-28,R2030,10.145
18273,2023-08-28,R186,8.865
18272,2023-08-28,SATB12M,8.831
18281,2023-08-28,R214,12.08
18280,2023-08-28,R2040,12.23
18283,2023-08-28,R2048,12.215
18285,2023-08-28,ZARGB2,8.846
18286,2023-08-28,ZARGB3,8.86
18287,2023-08-28,ZARGB5,9.556
18288,2023-08-28,ZARGB10,11.247
18289,2023-08-28,ZARGB15,12.093
18290,2023-08-28,ZARGB20,12.28
18291,2023-08-28,ZARGB25,12.212
18292,2023-08-28,ZARGB30,12.177
18284,2023-08-28,R2053,12.18
18253,2023-08-25,R209,11.725
18257,2023-08-25,R2044,12.375
18256,2023-08-25,R214,12.14
18255,2023-08-25,R2040,12.29
18254,2023-08-25,R2037,11.995
18248,2023-08-25,R186,8.905
18252,2023-08-25,R2035,11.64
18251,2023-08-25,R2032,10.95
18250,2023-08-25,R213,10.67
18249,2023-08-25,R2030,10.175
18247,2023-08-25,SATB12M,9.037
18258,2023-08-25,R2048,12.275
18259,2023-08-25,R2053,12.24
18260,2023-08-25,ZARGB2,8.98
18267,2023-08-25,ZARGB30,12.237
18261,2023-08-25,ZARGB3,8.924
18270,2023-08-25,SATB9M,8.99
18269,2023-08-25,SATB6M,8.83
18268,2023-08-25,SATB3M,8.58
18271,2023-08-25,REPO,8.25
18266,2023-08-25,ZARGB25,12.366
18265,2023-08-25,ZARGB20,12.339
18264,2023-08-25,ZARGB15,12.148
18263,2023-08-25,ZARGB10,11.28
18262,2023-08-25,ZARGB5,9.587
18236,2023-08-24,R2044,12.37
18226,2023-08-24,SATB12M,9.037
18227,2023-08-24,R186,8.9
18228,2023-08-24,R2030,10.175
18229,2023-08-24,R213,10.665
18230,2023-08-24,R2032,10.94
18231,2023-08-24,R2035,11.63
18232,2023-08-24,R209,11.71
18233,2023-08-24,R2037,11.98
18234,2023-08-24,R2040,12.29
18235,2023-08-24,R214,12.13
18238,2023-08-24,R2053,12.24
18237,2023-08-24,R2048,12.27
18242,2023-08-24,ZARGB10,11.269
18245,2023-08-24,ZARGB25,12.361
18244,2023-08-24,ZARGB20,12.333
18243,2023-08-24,ZARGB15,12.14
18246,2023-08-24,ZARGB30,12.263
18241,2023-08-24,ZARGB5,9.584
18240,2023-08-24,ZARGB3,8.919
18239,2023-08-24,ZARGB2,8.978
18214,2023-08-23,R214,12.225
18205,2023-08-23,SATB12M,9.037
18206,2023-08-23,R186,8.99
18207,2023-08-23,R2030,10.27
18208,2023-08-23,R213,10.76
18209,2023-08-23,R2032,11.05
18210,2023-08-23,R2035,11.73
18211,2023-08-23,R209,11.805
18212,2023-08-23,R2037,12.075
18213,2023-08-23,R2040,12.39
18215,2023-08-23,R2044,12.46
18225,2023-08-23,ZARGB30,12.347
18217,2023-08-23,R2053,12.33
18218,2023-08-23,ZARGB2,9.017
18219,2023-08-23,ZARGB3,8.997
18220,2023-08-23,ZARGB5,9.676
18221,2023-08-23,ZARGB10,11.374
18222,2023-08-23,ZARGB15,12.238
18223,2023-08-23,ZARGB20,12.423
18224,2023-08-23,ZARGB25,12.45
18216,2023-08-23,R2048,12.355
18188,2023-08-22,R2032,11.24
18191,2023-08-22,R2037,12.275
18190,2023-08-22,R209,12.0
18189,2023-08-22,R2035,11.93
18194,2023-08-22,R2044,12.625
18187,2023-08-22,R213,10.955
18186,2023-08-22,R2030,10.465
18185,2023-08-22,R186,9.18
18184,2023-08-22,SATB12M,9.037
18192,2023-08-22,R2040,12.57
18193,2023-08-22,R214,12.395
18195,2023-08-22,R2048,12.52
18200,2023-08-22,ZARGB10,11.568
18203,2023-08-22,ZARGB25,12.615
18202,2023-08-22,ZARGB20,12.589
18201,2023-08-22,ZARGB15,12.427
18204,2023-08-22,ZARGB30,12.512
18199,2023-08-22,ZARGB5,9.867
18198,2023-08-22,ZARGB3,9.16
18197,2023-08-22,ZARGB2,9.098
18196,2023-08-22,R2053,12.49
18172,2023-08-21,R214,12.45
18163,2023-08-21,SATB12M,9.037
18164,2023-08-21,R186,9.22
18165,2023-08-21,R2030,10.515
18166,2023-08-21,R213,11.005
18167,2023-08-21,R2032,11.29
18168,2023-08-21,R2035,12.0
18169,2023-08-21,R209,12.07
18170,2023-08-21,R2037,12.34
18171,2023-08-21,R2040,12.62
18173,2023-08-21,R2044,12.69
18175,2023-08-21,R2053,12.55
18176,2023-08-21,ZARGB2,9.115
18177,2023-08-21,ZARGB3,9.194
18178,2023-08-21,ZARGB5,9.911
18179,2023-08-21,ZARGB10,11.627
18180,2023-08-21,ZARGB15,12.484
18181,2023-08-21,ZARGB20,12.652
18182,2023-08-21,ZARGB25,12.68
18183,2023-08-21,ZARGB30,12.572
18174,2023-08-21,R2048,12.58
18150,2023-08-18,R2053,12.46
18144,2023-08-18,R209,12.0
18148,2023-08-18,R2044,12.605
18147,2023-08-18,R214,12.365
18146,2023-08-18,R2040,12.53
18145,2023-08-18,R2037,12.27
18138,2023-08-18,SATB12M,9.037
18143,2023-08-18,R2035,11.93
18142,2023-08-18,R2032,11.25
18141,2023-08-18,R213,10.96
18139,2023-08-18,R186,9.18
18149,2023-08-18,R2048,12.485
18140,2023-08-18,R2030,10.46
18151,2023-08-18,ZARGB2,9.098
18158,2023-08-18,ZARGB30,12.476
18162,2023-08-18,REPO,8.25
18152,2023-08-18,ZARGB3,9.159
18160,2023-08-18,SATB6M,8.99
18159,2023-08-18,SATB3M,8.63
18161,2023-08-18,SATB9M,9.15
18157,2023-08-18,ZARGB25,12.594
18156,2023-08-18,ZARGB20,12.567
18155,2023-08-18,ZARGB15,12.403
18154,2023-08-18,ZARGB10,11.571
18153,2023-08-18,ZARGB5,9.86
18127,2023-08-17,R2044,12.495
18117,2023-08-17,SATB12M,8.865
18118,2023-08-17,R186,9.09
18119,2023-08-17,R2030,10.355
18120,2023-08-17,R213,10.855
18121,2023-08-17,R2032,11.12
18122,2023-08-17,R2035,11.82
18123,2023-08-17,R209,11.89
18124,2023-08-17,R2037,12.17
18125,2023-08-17,R2040,12.44
18126,2023-08-17,R214,12.255
18129,2023-08-17,R2053,12.34
18128,2023-08-17,R2048,12.375
18133,2023-08-17,ZARGB10,11.45
18136,2023-08-17,ZARGB25,12.484
18135,2023-08-17,ZARGB20,12.456
18134,2023-08-17,ZARGB15,12.308
18137,2023-08-17,ZARGB30,12.367
18132,2023-08-17,ZARGB5,9.761
18131,2023-08-17,ZARGB3,9.057
18130,2023-08-17,ZARGB2,8.961
18106,2023-08-16,R2044,12.43
18097,2023-08-16,R186,9.015
18098,2023-08-16,R2030,10.33
18099,2023-08-16,R213,10.8
18100,2023-08-16,R2032,11.09
18101,2023-08-16,R2035,11.76
18102,2023-08-16,R209,11.825
18103,2023-08-16,R2037,12.11
18104,2023-08-16,R2040,12.36
18105,2023-08-16,R214,12.19
18096,2023-08-16,SATB12M,8.865
18107,2023-08-16,R2048,12.3
18113,2023-08-16,ZARGB15,12.237
18116,2023-08-16,ZARGB30,12.291
18115,2023-08-16,ZARGB25,12.419
18114,2023-08-16,ZARGB20,12.391
18108,2023-08-16,R2053,12.27
18112,2023-08-16,ZARGB10,11.405
18111,2023-08-16,ZARGB5,9.711
18110,2023-08-16,ZARGB3,8.993
18109,2023-08-16,ZARGB2,8.929
18084,2023-08-15,R214,12.29
18075,2023-08-15,SATB12M,8.865
18076,2023-08-15,R186,9.02
18077,2023-08-15,R2030,10.345
18078,2023-08-15,R213,10.845
18079,2023-08-15,R2032,11.14
18080,2023-08-15,R2035,11.86
18081,2023-08-15,R209,11.92
18082,2023-08-15,R2037,12.22
18083,2023-08-15,R2040,12.47
18085,2023-08-15,R2044,12.535
18095,2023-08-15,ZARGB30,12.396
18087,2023-08-15,R2053,12.37
18088,2023-08-15,ZARGB2,8.931
18089,2023-08-15,ZARGB3,8.997
18090,2023-08-15,ZARGB5,9.72
18091,2023-08-15,ZARGB10,11.478
18092,2023-08-15,ZARGB15,12.347
18093,2023-08-15,ZARGB20,12.495
18094,2023-08-15,ZARGB25,12.524
18086,2023-08-15,R2048,12.405
18058,2023-08-14,R2032,11.08
18062,2023-08-14,R2040,12.41
18061,2023-08-14,R2037,12.165
18060,2023-08-14,R209,11.865
18059,2023-08-14,R2035,11.8
18064,2023-08-14,R2044,12.48
18057,2023-08-14,R213,10.805
18056,2023-08-14,R2030,10.315
18055,2023-08-14,R186,8.985
18054,2023-08-14,SATB12M,8.865
18063,2023-08-14,R214,12.235
18074,2023-08-14,ZARGB30,12.336
18065,2023-08-14,R2048,12.345
18067,2023-08-14,ZARGB2,8.916
18068,2023-08-14,ZARGB3,8.967
18069,2023-08-14,ZARGB5,9.687
18070,2023-08-14,ZARGB10,11.417
18071,2023-08-14,ZARGB15,12.289
18072,2023-08-14,ZARGB20,12.44
18073,2023-08-14,ZARGB25,12.468
18066,2023-08-14,R2053,12.31
18034,2023-08-11,R2035,11.63
18039,2023-08-11,R2044,12.32
18038,2023-08-11,R214,12.075
18037,2023-08-11,R2040,12.25
18036,2023-08-11,R2037,12.005
18035,2023-08-11,R209,11.705
18030,2023-08-11,R186,8.865
18033,2023-08-11,R2032,10.91
18032,2023-08-11,R213,10.64
18031,2023-08-11,R2030,10.15
18029,2023-08-11,SATB12M,8.865
18041,2023-08-11,R2053,12.15
18040,2023-08-11,R2048,12.19
18053,2023-08-11,REPO,8.25
18042,2023-08-11,ZARGB2,8.865
18048,2023-08-11,ZARGB25,12.187
18052,2023-08-11,SATB9M,9.13
18051,2023-08-11,SATB6M,8.99
18050,2023-08-11,SATB3M,8.55
18049,2023-08-11,ZARGB30,12.147
18043,2023-08-11,ZARGB3,8.865
18047,2023-08-11,ZARGB20,12.279
18045,2023-08-11,ZARGB10,11.245
18044,2023-08-11,ZARGB5,9.54
18046,2023-08-11,ZARGB15,12.129
18018,2023-08-10,R2044,12.215
18008,2023-08-10,SATB12M,8.921
18009,2023-08-10,R186,8.795
18010,2023-08-10,R2030,10.085
18011,2023-08-10,R213,10.56
18012,2023-08-10,R2032,10.83
18013,2023-08-10,R2035,11.52
18014,2023-08-10,R209,11.58
18016,2023-08-10,R2040,12.15
18017,2023-08-10,R214,11.97
18015,2023-08-10,R2037,11.9
18019,2023-08-10,R2048,12.085
18021,2023-08-10,ZARGB2,8.868
18022,2023-08-10,ZARGB3,8.815
18023,2023-08-10,ZARGB5,9.471
18024,2023-08-10,ZARGB10,11.15
18025,2023-08-10,ZARGB15,12.026
18026,2023-08-10,ZARGB20,12.174
18027,2023-08-10,ZARGB25,12.204
18028,2023-08-10,ZARGB30,12.076
18020,2023-08-10,R2053,12.05
17992,2023-08-09,R2035,11.63
17996,2023-08-09,R214,12.095
17995,2023-08-09,R2040,12.28
17994,2023-08-09,R2037,12.015
17993,2023-08-09,R209,11.69
17997,2023-08-09,R2044,12.35
17991,2023-08-09,R2032,10.93
17990,2023-08-09,R213,10.67
17989,2023-08-09,R2030,10.205
17988,2023-08-09,R186,8.87
17987,2023-08-09,SATB12M,8.921
17998,2023-08-09,R2048,12.225
17999,2023-08-09,R2053,12.21
18001,2023-08-09,ZARGB3,8.878
18002,2023-08-09,ZARGB5,9.569
18003,2023-08-09,ZARGB10,11.254
18004,2023-08-09,ZARGB15,12.148
18005,2023-08-09,ZARGB20,12.307
18006,2023-08-09,ZARGB25,12.34
18007,2023-08-09,ZARGB30,12.217
18000,2023-08-09,ZARGB2,8.899
17971,2023-08-08,R2035,11.63
17974,2023-08-08,R2040,12.28
17973,2023-08-08,R2037,12.015
17972,2023-08-08,R209,11.69
17966,2023-08-08,SATB12M,8.921
17970,2023-08-08,R2032,10.93
17969,2023-08-08,R213,10.67
17968,2023-08-08,R2030,10.205
17967,2023-08-08,R186,8.87
17975,2023-08-08,R214,12.095
17976,2023-08-08,R2044,12.35
17977,2023-08-08,R2048,12.225
17979,2023-08-08,ZARGB2,8.9
17980,2023-08-08,ZARGB3,8.878
17981,2023-08-08,ZARGB5,9.567
17982,2023-08-08,ZARGB10,11.254
17983,2023-08-08,ZARGB15,12.148
17984,2023-08-08,ZARGB20,12.307
17985,2023-08-08,ZARGB25,12.34
17986,2023-08-08,ZARGB30,12.217
17978,2023-08-08,R2053,12.21
17949,2023-08-07,R2032,10.92
17953,2023-08-07,R2040,12.29
17952,2023-08-07,R2037,12.01
17951,2023-08-07,R209,11.69
17950,2023-08-07,R2035,11.62
17955,2023-08-07,R2044,12.35
17948,2023-08-07,R213,10.67
17947,2023-08-07,R2030,10.215
17946,2023-08-07,R186,8.92
17945,2023-08-07,SATB12M,8.921
17954,2023-08-07,R214,12.105
17965,2023-08-07,ZARGB30,12.147
17956,2023-08-07,R2048,12.25
17961,2023-08-07,ZARGB10,11.243
17964,2023-08-07,ZARGB25,12.187
17963,2023-08-07,ZARGB20,12.308
17962,2023-08-07,ZARGB15,12.15
17957,2023-08-07,R2053,12.25
17960,2023-08-07,ZARGB5,9.595
17958,2023-08-07,ZARGB2,8.921
17959,2023-08-07,ZARGB3,8.92
17932,2023-08-04,R2053,12.22
17920,2023-08-04,SATB12M,8.921
17921,2023-08-04,R186,8.995
17922,2023-08-04,R2030,10.28
17923,2023-08-04,R213,10.715
17924,2023-08-04,R2032,10.95
17925,2023-08-04,R2035,11.62
17926,2023-08-04,R209,11.695
17927,2023-08-04,R2037,11.995
17928,2023-08-04,R2040,12.25
17930,2023-08-04,R2044,12.315
17931,2023-08-04,R2048,12.22
17929,2023-08-04,R214,12.075
17933,2023-08-04,ZARGB2,8.952
17939,2023-08-04,ZARGB25,12.307
17944,2023-08-04,REPO,8.25
17934,2023-08-04,ZARGB3,8.983
17942,2023-08-04,SATB6M,9.03
17941,2023-08-04,SATB3M,8.58
17940,2023-08-04,ZARGB30,12.214
17943,2023-08-04,SATB9M,9.12
17938,2023-08-04,ZARGB20,12.273
17937,2023-08-04,ZARGB15,12.122
17936,2023-08-04,ZARGB10,11.257
17935,2023-08-04,ZARGB5,9.662
17909,2023-08-03,R2044,12.46
17899,2023-08-03,SATB12M,8.924
17900,2023-08-03,R186,9.14
17901,2023-08-03,R2030,10.44
17902,2023-08-03,R213,10.865
17903,2023-08-03,R2032,11.1
17904,2023-08-03,R2035,11.76
17905,2023-08-03,R209,11.835
17906,2023-08-03,R2037,12.125
17907,2023-08-03,R2040,12.39
17908,2023-08-03,R214,12.215
17910,2023-08-03,R2048,12.365
17915,2023-08-03,ZARGB10,11.402
17918,2023-08-03,ZARGB25,12.452
17917,2023-08-03,ZARGB20,12.417
17916,2023-08-03,ZARGB15,12.257
17919,2023-08-03,ZARGB30,12.359
17914,2023-08-03,ZARGB5,9.813
17913,2023-08-03,ZARGB3,9.105
17912,2023-08-03,ZARGB2,9.015
17911,2023-08-03,R2053,12.37
17888,2023-08-02,R2044,12.36
17878,2023-08-02,SATB12M,8.924
17879,2023-08-02,R186,9.085
17880,2023-08-02,R2030,10.37
17881,2023-08-02,R213,10.785
17882,2023-08-02,R2032,11.02
17883,2023-08-02,R2035,11.68
17884,2023-08-02,R209,11.74
17885,2023-08-02,R2037,12.03
17886,2023-08-02,R2040,12.29
17887,2023-08-02,R214,12.115
17889,2023-08-02,R2048,12.28
17898,2023-08-02,ZARGB30,12.275
17891,2023-08-02,ZARGB2,8.991
17892,2023-08-02,ZARGB3,9.059
17893,2023-08-02,ZARGB5,9.75
17894,2023-08-02,ZARGB10,11.321
17895,2023-08-02,ZARGB15,12.159
17896,2023-08-02,ZARGB20,12.317
17897,2023-08-02,ZARGB25,12.354
17890,2023-08-02,R2053,12.28
17862,2023-08-01,R2035,11.58
17865,2023-08-01,R2040,12.15
17857,2023-08-01,SATB12M,8.924
17863,2023-08-01,R209,11.645
17868,2023-08-01,R2048,12.13
17861,2023-08-01,R2032,10.94
17860,2023-08-01,R213,10.71
17859,2023-08-01,R2030,10.3
17858,2023-08-01,R186,8.995
17866,2023-08-01,R214,11.98
17864,2023-08-01,R2037,11.93
17867,2023-08-01,R2044,12.215
17870,2023-08-01,ZARGB2,8.954
17871,2023-08-01,ZARGB3,8.983
17872,2023-08-01,ZARGB5,9.669
17873,2023-08-01,ZARGB10,11.232
17874,2023-08-01,ZARGB15,12.039
17875,2023-08-01,ZARGB20,12.174
17876,2023-08-01,ZARGB25,12.208
17877,2023-08-01,ZARGB30,12.125
17869,2023-08-01,R2053,12.12
17837,2023-07-31,R2035,11.51
17841,2023-07-31,R214,11.93
17840,2023-07-31,R2040,12.1
17839,2023-07-31,R2037,11.86
17838,2023-07-31,R209,11.57
17832,2023-07-31,SATB12M,8.924
17836,2023-07-31,R2032,10.86
17835,2023-07-31,R213,10.625
17834,2023-07-31,R2030,10.195
17833,2023-07-31,R186,8.91
17843,2023-07-31,R2048,12.085
17842,2023-07-31,R2044,12.17
17844,2023-07-31,R2053,12.08
17855,2023-07-31,SATB9M,9.19
17851,2023-07-31,ZARGB25,12.085
17856,2023-07-31,REPO,8.25
17845,2023-07-31,ZARGB2,8.918
17854,2023-07-31,SATB6M,9.06
17853,2023-07-31,SATB3M,8.75
17852,2023-07-31,ZARGB30,12.08
17850,2023-07-31,ZARGB20,12.127
17849,2023-07-31,ZARGB15,11.979
17848,2023-07-31,ZARGB10,11.156
17847,2023-07-31,ZARGB5,9.572
17846,2023-07-31,ZARGB3,8.912
17816,2023-07-28,R2035,11.48
17811,2023-07-28,SATB12M,8.924
17819,2023-07-28,R2040,12.07
17818,2023-07-28,R2037,11.82
17817,2023-07-28,R209,11.535
17821,2023-07-28,R2044,12.135
17815,2023-07-28,R2032,10.82
17814,2023-07-28,R213,10.585
17813,2023-07-28,R2030,10.165
17812,2023-07-28,R186,8.875
17820,2023-07-28,R214,11.895
17823,2023-07-28,R2053,12.05
17822,2023-07-28,R2048,12.055
17825,2023-07-28,ZARGB3,8.883
17826,2023-07-28,ZARGB5,9.536
17827,2023-07-28,ZARGB10,11.118
17828,2023-07-28,ZARGB15,11.943
17829,2023-07-28,ZARGB20,12.092
17830,2023-07-28,ZARGB25,12.129
17831,2023-07-28,ZARGB30,12.05
17824,2023-07-28,ZARGB2,8.904
17795,2023-07-27,R2035,11.52
17798,2023-07-27,R2040,12.15
17797,2023-07-27,R2037,11.865
17796,2023-07-27,R209,11.58
17790,2023-07-27,SATB12M,8.981
17794,2023-07-27,R2032,10.86
17793,2023-07-27,R213,10.62
17792,2023-07-27,R2030,10.205
17791,2023-07-27,R186,8.895
17799,2023-07-27,R214,11.97
17800,2023-07-27,R2044,12.215
17801,2023-07-27,R2048,12.14
17803,2023-07-27,ZARGB2,8.945
17804,2023-07-27,ZARGB3,8.909
17805,2023-07-27,ZARGB5,9.566
17806,2023-07-27,ZARGB10,11.158
17807,2023-07-27,ZARGB15,12.005
17808,2023-07-27,ZARGB20,12.171
17809,2023-07-27,ZARGB25,12.209
17810,2023-07-27,ZARGB30,12.136
17802,2023-07-27,R2053,12.14
17774,2023-07-26,R2035,11.55
17778,2023-07-26,R214,11.99
17777,2023-07-26,R2040,12.16
17776,2023-07-26,R2037,11.9
17775,2023-07-26,R209,11.61
17769,2023-07-26,SATB12M,8.981
17773,2023-07-26,R2032,10.89
17772,2023-07-26,R213,10.655
17771,2023-07-26,R2030,10.24
17770,2023-07-26,R186,8.92
17779,2023-07-26,R2044,12.23
17780,2023-07-26,R2048,12.15
17781,2023-07-26,R2053,12.16
17786,2023-07-26,ZARGB15,12.028
17789,2023-07-26,ZARGB30,12.145
17788,2023-07-26,ZARGB25,12.224
17787,2023-07-26,ZARGB20,12.186
17782,2023-07-26,ZARGB2,8.956
17785,2023-07-26,ZARGB10,11.187
17783,2023-07-26,ZARGB3,8.93
17784,2023-07-26,ZARGB5,9.595
17758,2023-07-25,R2044,12.26
17748,2023-07-25,SATB12M,8.981
17749,2023-07-25,R186,8.92
17750,2023-07-25,R2030,10.27
17751,2023-07-25,R213,10.685
17752,2023-07-25,R2032,10.92
17753,2023-07-25,R2035,11.58
17754,2023-07-25,R209,11.64
17756,2023-07-25,R2040,12.19
17757,2023-07-25,R214,12.025
17755,2023-07-25,R2037,11.925
17759,2023-07-25,R2048,12.18
17764,2023-07-25,ZARGB10,11.217
17760,2023-07-25,R2053,12.2
17767,2023-07-25,ZARGB25,12.254
17766,2023-07-25,ZARGB20,12.217
17765,2023-07-25,ZARGB15,12.055
17768,2023-07-25,ZARGB30,12.175
17763,2023-07-25,ZARGB5,9.609
17762,2023-07-25,ZARGB3,8.93
17761,2023-07-25,ZARGB2,8.956
17738,2023-07-24,R2048,12.14
17728,2023-07-24,R186,8.925
17729,2023-07-24,R2030,10.26
17730,2023-07-24,R213,10.675
17731,2023-07-24,R2032,10.91
17727,2023-07-24,SATB12M,8.981
17733,2023-07-24,R209,11.62
17734,2023-07-24,R2037,11.905
17736,2023-07-24,R214,11.985
17737,2023-07-24,R2044,12.215
17732,2023-07-24,R2035,11.56
17739,2023-07-24,R2053,12.17
17744,2023-07-24,ZARGB15,12.025
17740,2023-07-24,ZARGB2,8.958
17747,2023-07-24,ZARGB30,12.136
17746,2023-07-24,ZARGB25,12.209
17745,2023-07-24,ZARGB20,12.173
17735,2023-07-24,R2040,12.15
17743,2023-07-24,ZARGB10,11.201
17741,2023-07-24,ZARGB3,8.935
17742,2023-07-24,ZARGB5,9.605
17715,2023-07-21,ZARGB2,9.105
17702,2023-07-21,SATB12M,9.186
17703,2023-07-21,R186,8.99
17704,2023-07-21,R2030,10.32
17705,2023-07-21,R213,10.74
17706,2023-07-21,R2032,10.98
17707,2023-07-21,R2035,11.63
17708,2023-07-21,R209,11.69
17709,2023-07-21,R2037,11.985
17710,2023-07-21,R2040,12.22
17712,2023-07-21,R2044,12.265
17713,2023-07-21,R2048,12.21
17711,2023-07-21,R214,12.05
17726,2023-07-21,REPO,8.25
17722,2023-07-21,ZARGB30,12.207
17716,2023-07-21,ZARGB3,9.024
17725,2023-07-21,SATB9M,9.25
17724,2023-07-21,SATB6M,9.16
17723,2023-07-21,SATB3M,8.6
17714,2023-07-21,R2053,12.24
17721,2023-07-21,ZARGB25,12.261
17720,2023-07-21,ZARGB20,12.225
17719,2023-07-21,ZARGB15,12.099
17718,2023-07-21,ZARGB10,11.27
17717,2023-07-21,ZARGB5,9.664
17681,2023-07-20,SATB12M,9.186
17682,2023-07-20,R186,9.0
17683,2023-07-20,R2030,10.34
17684,2023-07-20,R213,10.745
17685,2023-07-20,R2032,10.99
17686,2023-07-20,R2035,11.66
17687,2023-07-20,R209,11.715
17688,2023-07-20,R2037,12.0
17689,2023-07-20,R2040,12.27
17690,2023-07-20,R214,12.11
17691,2023-07-20,R2044,12.33
17692,2023-07-20,R2048,12.265
17693,2023-07-20,R2053,12.3
17698,2023-07-20,ZARGB15,12.131
17701,2023-07-20,ZARGB30,12.261
17700,2023-07-20,ZARGB25,12.325
17699,2023-07-20,ZARGB20,12.289
17694,2023-07-20,ZARGB2,9.109
17697,2023-07-20,ZARGB10,11.288
17695,2023-07-20,ZARGB3,9.033
17696,2023-07-20,ZARGB5,9.678
17671,2023-07-19,R2048,12.24
17660,2023-07-19,SATB12M,9.186
17661,2023-07-19,R186,8.98
17662,2023-07-19,R2030,10.295
17663,2023-07-19,R213,10.695
17664,2023-07-19,R2032,10.93
17665,2023-07-19,R2035,11.62
17666,2023-07-19,R209,11.675
17668,2023-07-19,R2040,12.24
17669,2023-07-19,R214,12.075
17667,2023-07-19,R2037,11.965
17670,2023-07-19,R2044,12.3
17673,2023-07-19,ZARGB2,9.101
17674,2023-07-19,ZARGB3,9.016
17675,2023-07-19,ZARGB5,9.644
17676,2023-07-19,ZARGB10,11.236
17677,2023-07-19,ZARGB15,12.098
17678,2023-07-19,ZARGB20,12.258
17679,2023-07-19,ZARGB25,12.296
17680,2023-07-19,ZARGB30,12.237
17672,2023-07-19,R2053,12.27
17644,2023-07-18,R2035,11.62
17647,2023-07-18,R2040,12.25
17646,2023-07-18,R2037,11.97
17645,2023-07-18,R209,11.68
17649,2023-07-18,R2044,12.3
17643,2023-07-18,R2032,10.94
17642,2023-07-18,R213,10.705
17641,2023-07-18,R2030,10.31
17640,2023-07-18,R186,8.98
17639,2023-07-18,SATB12M,9.186
17648,2023-07-18,R214,12.09
17650,2023-07-18,R2048,12.245
17652,2023-07-18,ZARGB2,9.101
17653,2023-07-18,ZARGB3,9.016
17654,2023-07-18,ZARGB5,9.65
17655,2023-07-18,ZARGB10,11.241
17656,2023-07-18,ZARGB15,12.105
17657,2023-07-18,ZARGB20,12.26
17658,2023-07-18,ZARGB25,12.296
17659,2023-07-18,ZARGB30,12.242
17651,2023-07-18,R2053,12.28
17623,2023-07-17,R2035,11.74
17626,2023-07-17,R2040,12.36
17625,2023-07-17,R2037,12.08
17624,2023-07-17,R209,11.795
17618,2023-07-17,SATB12M,9.186
17622,2023-07-17,R2032,11.08
17621,2023-07-17,R213,10.84
17620,2023-07-17,R2030,10.43
17619,2023-07-17,R186,9.14
17627,2023-07-17,R214,12.205
17628,2023-07-17,R2044,12.41
17629,2023-07-17,R2048,12.355
17631,2023-07-17,ZARGB2,9.167
17632,2023-07-17,ZARGB3,9.148
17633,2023-07-17,ZARGB5,9.789
17634,2023-07-17,ZARGB10,11.372
17635,2023-07-17,ZARGB15,12.215
17636,2023-07-17,ZARGB20,12.371
17637,2023-07-17,ZARGB25,12.406
17638,2023-07-17,ZARGB30,12.352
17630,2023-07-17,R2053,12.39
17598,2023-07-14,R2035,11.775
17602,2023-07-14,R214,12.22
17601,2023-07-14,R2040,12.37
17600,2023-07-14,R2037,12.115
17599,2023-07-14,R209,11.83
17593,2023-07-14,SATB12M,9.312
17597,2023-07-14,R2032,11.115
17596,2023-07-14,R213,10.875
17595,2023-07-14,R2030,10.47
17594,2023-07-14,R186,9.215
17605,2023-07-14,R2053,12.405
17603,2023-07-14,R2044,12.42
17604,2023-07-14,R2048,12.375
17606,2023-07-14,ZARGB2,9.272
17612,2023-07-14,ZARGB25,12.417
17617,2023-07-14,REPO,8.25
17615,2023-07-14,SATB6M,9.27
17614,2023-07-14,SATB3M,8.79
17613,2023-07-14,ZARGB30,12.373
17616,2023-07-14,SATB9M,9.37
17611,2023-07-14,ZARGB20,12.381
17610,2023-07-14,ZARGB15,12.237
17609,2023-07-14,ZARGB10,11.405
17608,2023-07-14,ZARGB5,9.843
17607,2023-07-14,ZARGB3,9.233
17582,2023-07-13,R2044,12.295
17572,2023-07-13,SATB12M,9.312
17573,2023-07-13,R186,9.135
17574,2023-07-13,R2030,10.375
17575,2023-07-13,R213,10.775
17576,2023-07-13,R2032,11.01
17577,2023-07-13,R2035,11.65
17578,2023-07-13,R209,11.7
17579,2023-07-13,R2037,11.975
17580,2023-07-13,R2040,12.24
17581,2023-07-13,R214,12.1
17584,2023-07-13,R2053,12.28
17583,2023-07-13,R2048,12.25
17588,2023-07-13,ZARGB10,11.29
17591,2023-07-13,ZARGB25,12.292
17590,2023-07-13,ZARGB20,12.257
17589,2023-07-13,ZARGB15,12.102
17592,2023-07-13,ZARGB30,12.248
17587,2023-07-13,ZARGB5,9.754
17586,2023-07-13,ZARGB3,9.167
17585,2023-07-13,ZARGB2,9.24
17561,2023-07-12,R2044,12.435
17552,2023-07-12,R186,9.22
17553,2023-07-12,R2030,10.48
